label,session_date,loss__log_ridge_harq__B0,loss__log_ridge_harq__B1,loss__log_ridge_harq__B2,loss__lightgbm_qlike__B0,loss__lightgbm_qlike__B1,loss__lightgbm_qlike__B2,reference_loss
"robustez comprometida en la propuesta, ejecutada después de la lectura primaria; no selecciona modelos ni cambia el titular; se reporta salga como salga",2024-10-28,0.0868402043015784,0.10395262904486223,0.0962521947457325,0.09147618648585128,0.13916617538191117,0.13611944855636615,0.21528582222788187
"robustez comprometida en la propuesta, ejecutada después de la lectura primaria; no selecciona modelos ni cambia el titular; se reporta salga como salga",2024-10-29,0.07577484847261955,0.09328250604555864,0.09279360019260853,0.08538728764027559,0.09118766820799912,0.09858979641526078,0.26475386503841786
"robustez comprometida en la propuesta, ejecutada después de la lectura primaria; no selecciona modelos ni cambia el titular; se reporta salga como salga",2024-10-30,0.14802150684021706,0.1551177196403993,0.14658390469553598,0.1489381586702161,0.1599489252097104,0.1679645088171471,0.19277367701859263
"robustez comprometida en la propuesta, ejecutada después de la lectura primaria; no selecciona modelos ni cambia el titular; se reporta salga como salga",2024-10-31,0.0831027077562051,0.08333882240384556,0.08423032736487202,0.08642764242834326,0.08224184799442401,0.0808414201339328,0.5069263528023796
"robustez comprometida en la propuesta, ejecutada después de la lectura primaria; no selecciona modelos ni cambia el titular; se reporta salga como salga",2024-11-01,0.07840245189110345,0.07454884063135199,0.07986820992078641,0.06935323528191108,0.07167491102104057,0.0806486889281381,0.3230099635898003
"robustez comprometida en la propuesta, ejecutada después de la lectura primaria; no selecciona modelos ni cambia el titular; se reporta salga como salga",2024-11-04,0.08968365618475975,0.08411374716577673,0.08380077417488489,0.09100432958759043,0.09321160485175306,0.08911174683323175,0.19462198641014264
"robustez comprometida en la propuesta, ejecutada después de la lectura primaria; no selecciona modelos ni cambia el titular; se reporta salga como salga",2024-11-05,0.07952834300212978,0.07567401688098256,0.07403181324163197,0.08309838657705647,0.08806559942969416,0.08891614766769833,0.1674705500498895
"robustez comprometida en la propuesta, ejecutada después de la lectura primaria; no selecciona modelos ni cambia el titular; se reporta salga como salga",2024-11-06,0.10523619465683526,0.10632821887531747,0.10583127802940828,0.10945422524658406,0.09816074750443125,0.0967972614862345,0.32410453780560167
"robustez comprometida en la propuesta, ejecutada después de la lectura primaria; no selecciona modelos ni cambia el titular; se reporta salga como salga",2024-11-07,0.08924716853596944,0.08720505241150915,0.0858580326414801,0.09589856631621717,0.08712410206686362,0.09264978736925365,0.20727440248380188
"robustez comprometida en la propuesta, ejecutada después de la lectura primaria; no selecciona modelos ni cambia el titular; se reporta salga como salga",2024-11-08,0.14065857227332784,0.12984013089869448,0.12135237071192534,0.14409313323581954,0.14066137801849912,0.12780946862951348,0.5866787501999658
"robustez comprometida en la propuesta, ejecutada después de la lectura primaria; no selecciona modelos ni cambia el titular; se reporta salga como salga",2024-11-11,0.14292212399808937,0.12377492740357103,0.12695862815864375,0.14971846482132498,0.14465150433034413,0.14795297953531497,0.6271817566684997
"robustez comprometida en la propuesta, ejecutada después de la lectura primaria; no selecciona modelos ni cambia el titular; se reporta salga como salga",2024-11-12,0.10397821502141004,0.10569808709943342,0.10341413479462713,0.12037428696151314,0.1252333167057981,0.12325500488230269,0.24350251103626386
"robustez comprometida en la propuesta, ejecutada después de la lectura primaria; no selecciona modelos ni cambia el titular; se reporta salga como salga",2024-11-13,0.06658531330329572,0.06976620519938424,0.06742742248342072,0.08995610009591758,0.08639039670090966,0.08814404244400775,0.1838462538870355
"robustez comprometida en la propuesta, ejecutada después de la lectura primaria; no selecciona modelos ni cambia el titular; se reporta salga como salga",2024-11-14,0.7855105178179113,0.8381350607026392,0.7443987364516852,0.7971694296062322,0.7667286607097363,0.7827043628760899,0.779812212628491
"robustez comprometida en la propuesta, ejecutada después de la lectura primaria; no selecciona modelos ni cambia el titular; se reporta salga como salga",2024-11-15,0.12807507552537345,0.13835557578964533,0.15143554551481989,0.14071303927202114,0.1375181430149778,0.14631333371463134,0.4881796007779258
"robustez comprometida en la propuesta, ejecutada después de la lectura primaria; no selecciona modelos ni cambia el titular; se reporta salga como salga",2024-11-18,0.09428662655569618,0.09013488600399681,0.09298106876897592,0.08566998612903702,0.09014896287137503,0.08756495049270739,0.2503347258473479
"robustez comprometida en la propuesta, ejecutada después de la lectura primaria; no selecciona modelos ni cambia el titular; se reporta salga como salga",2024-11-19,0.08230171264034461,0.08780884206059582,0.08939020840351643,0.07720748480457618,0.07657215083553569,0.07809823137480902,0.1867479729577796
